QID,POM-Struc-Total-Dist,POM-Struc-Cont-Dist,POM-Struc-Pres-Dist,POM-Histo-Abs-Dist,POM-Histo-Rel-Dist,POM-Histo-Cos-Dist,POM-Histo-EarthMov-Dist,POM-Content-Histo-Abs-Dist,POM-Content-Histo-Rel-Dist,POM-Content-Histo-Cos-Dist,POM-Content-Histo-EarthMov-Dist,SnuggleTeX-Struc-Total-Dist,SnuggleTeX-Struc-Cont-Dist,SnuggleTeX-Struc-Pres-Dist,SnuggleTeX-Histo-Abs-Dist,SnuggleTeX-Histo-Rel-Dist,SnuggleTeX-Histo-Cos-Dist,SnuggleTeX-Histo-EarthMov-Dist,SnuggleTeX-Content-Histo-Abs-Dist,SnuggleTeX-Content-Histo-Rel-Dist,SnuggleTeX-Content-Histo-Cos-Dist,SnuggleTeX-Content-Histo-EarthMov-Dist,LatexML-Struc-Total-Dist,LatexML-Struc-Cont-Dist,LatexML-Struc-Pres-Dist,LatexML-Histo-Abs-Dist,LatexML-Histo-Rel-Dist,LatexML-Histo-Cos-Dist,LatexML-Histo-EarthMov-Dist,LatexML-Content-Histo-Abs-Dist,LatexML-Content-Histo-Rel-Dist,LatexML-Content-Histo-Cos-Dist,LatexML-Content-Histo-EarthMov-Dist,Mathematical-Struc-Total-Dist,Mathematical-Struc-Cont-Dist,Mathematical-Struc-Pres-Dist,Mathematical-Histo-Abs-Dist,Mathematical-Histo-Rel-Dist,Mathematical-Histo-Cos-Dist,Mathematical-Histo-EarthMov-Dist,Mathematical-Content-Histo-Abs-Dist,Mathematical-Content-Histo-Rel-Dist,Mathematical-Content-Histo-Cos-Dist,Mathematical-Content-Histo-EarthMov-Dist,MathToWeb-Struc-Total-Dist,MathToWeb-Struc-Cont-Dist,MathToWeb-Struc-Pres-Dist,MathToWeb-Histo-Abs-Dist,MathToWeb-Histo-Rel-Dist,MathToWeb-Histo-Cos-Dist,MathToWeb-Histo-EarthMov-Dist,MathToWeb-Content-Histo-Abs-Dist,MathToWeb-Content-Histo-Rel-Dist,MathToWeb-Content-Histo-Cos-Dist,MathToWeb-Content-Histo-EarthMov-Dist,Latex2MML-Struc-Total-Dist,Latex2MML-Struc-Cont-Dist,Latex2MML-Struc-Pres-Dist,Latex2MML-Histo-Abs-Dist,Latex2MML-Histo-Rel-Dist,Latex2MML-Histo-Cos-Dist,Latex2MML-Histo-EarthMov-Dist,Latex2MML-Content-Histo-Abs-Dist,Latex2MML-Content-Histo-Rel-Dist,Latex2MML-Content-Histo-Cos-Dist,Latex2MML-Content-Histo-EarthMov-Dist,TeXZilla-Struc-Total-Dist,TeXZilla-Struc-Cont-Dist,TeXZilla-Struc-Pres-Dist,TeXZilla-Histo-Abs-Dist,TeXZilla-Histo-Rel-Dist,TeXZilla-Histo-Cos-Dist,TeXZilla-Histo-EarthMov-Dist,TeXZilla-Content-Histo-Abs-Dist,TeXZilla-Content-Histo-Rel-Dist,TeXZilla-Content-Histo-Cos-Dist,TeXZilla-Content-Histo-EarthMov-Dist,Mathoid-Struc-Total-Dist,Mathoid-Struc-Cont-Dist,Mathoid-Struc-Pres-Dist,Mathoid-Histo-Abs-Dist,Mathoid-Histo-Rel-Dist,Mathoid-Histo-Cos-Dist,Mathoid-Histo-EarthMov-Dist,Mathoid-Content-Histo-Abs-Dist,Mathoid-Content-Histo-Rel-Dist,Mathoid-Content-Histo-Cos-Dist,Mathoid-Content-Histo-EarthMov-Dist,Mathematica-Struc-Total-Dist,Mathematica-Struc-Cont-Dist,Mathematica-Struc-Pres-Dist,Mathematica-Histo-Abs-Dist,Mathematica-Histo-Rel-Dist,Mathematica-Histo-Cos-Dist,Mathematica-Histo-EarthMov-Dist,Mathematica-Content-Histo-Abs-Dist,Mathematica-Content-Histo-Rel-Dist,Mathematica-Content-Histo-Cos-Dist,Mathematica-Content-Histo-EarthMov-Dist
123,140.0,,83.0,,,,,,,,,111.0,,54.0,,,,,,,,,56.0,42.0,14.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,90.0,,33.0,,,,,,,,,90.0,,33.0,,,,,,,,,101.0,,44.0,,,,,,,,,85.0,,28.0,,,,,,,,,75.0,,18.0,,,,,,,,,99.0,54.0,43.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
124,261.0,,141.0,,,,,,,,,175.0,,55.0,,,,,,,,,80.0,71.0,9.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,162.0,,42.0,,,,,,,,,160.0,,40.0,,,,,,,,,171.0,,51.0,,,,,,,,,157.0,,37.0,,,,,,,,,159.0,,39.0,,,,,,,,,,,,,,,,,,,
125,126.0,,77.0,,,,,,,,,87.0,,38.0,,,,,,,,,46.0,36.0,10.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,75.0,,26.0,,,,,,,,,74.0,,25.0,,,,,,,,,86.0,,37.0,,,,,,,,,75.0,,26.0,,,,,,,,,74.0,,25.0,,,,,,,,,84.0,48.0,35.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
126,206.0,,120.0,,,,,,,,,158.0,,72.0,,,,,,,,,42.0,35.0,5.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,130.0,,45.0,,,,,,,,,133.0,,47.0,,,,,,,,,151.0,,65.0,,,,,,,,,131.0,,46.0,,,,,,,,,111.0,,26.0,,,,,,,,,149.0,75.0,74.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
127,148.0,,83.0,,,,,,,,,102.0,,37.0,,,,,,,,,54.0,43.0,9.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,89.0,,25.0,,,,,,,,,91.0,,26.0,,,,,,,,,102.0,,37.0,,,,,,,,,87.0,,23.0,,,,,,,,,87.0,,23.0,,,,,,,,,82.0,54.0,26.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
128,119.0,,69.0,,,,,,,,,97.0,,48.0,,,,,,,,,45.0,38.0,7.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,,,,,,,,,,,,79.0,,29.0,,,,,,,,,93.0,,45.0,,,,,,,,,76.0,,26.0,,,,,,,,,62.0,,12.0,,,,,,,,,69.0,42.0,27.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
129,260.0,,128.0,,,,,,,,,190.0,,58.0,,,,,,,,,46.0,43.0,3.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,179.0,,47.0,,,,,,,,,176.0,,44.0,,,,,,,,,199.0,,67.0,,,,,,,,,169.0,,37.0,,,,,,,,,167.0,,35.0,,,,,,,,,229.0,128.0,101.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
130,276.0,,152.0,,,,,,,,,201.0,,77.0,,,,,,,,,97.0,76.0,19.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,177.0,,54.0,,,,,,,,,176.0,,52.0,,,,,,,,,206.0,,82.0,,,,,,,,,169.0,,46.0,,,,,,,,,164.0,,41.0,,,,,,,,,176.0,103.0,71.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
131,347.0,,186.0,,,,,,,,,251.0,,90.0,,,,,,,,,83.0,71.0,12.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,228.0,,67.0,,,,,,,,,229.0,,68.0,,,,,,,,,246.0,,85.0,,,,,,,,,217.0,,56.0,,,,,,,,,216.0,,55.0,,,,,,,,,,,,,,,,,,,
132,187.0,,107.0,,,,,,,,,141.0,,61.0,,,,,,,,,65.0,53.0,12.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,115.0,,35.0,,,,,,,,,114.0,,34.0,,,,,,,,,127.0,,47.0,,,,,,,,,111.0,,31.0,,,,,,,,,109.0,,29.0,,,,,,,,,179.0,95.0,87.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
133,78.0,,40.0,,,,,,,,,65.0,,27.0,,,,,,,,,35.0,22.0,11.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,57.0,,20.0,,,,,,,,,57.0,,19.0,,,,,,,,,64.0,,26.0,,,,,,,,,56.0,,19.0,,,,,,,,,49.0,,12.0,,,,,,,,,60.0,32.0,26.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
134,165.0,,86.0,,,,,,,,,139.0,,60.0,,,,,,,,,61.0,50.0,9.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,117.0,,39.0,,,,,,,,,,,,,,,,,,,,120.0,,41.0,,,,,,,,,115.0,,37.0,,,,,,,,,98.0,,20.0,,,,,,,,,274.0,130.0,142.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
135,117.0,,63.0,,,,,,,,,86.0,,32.0,,,,,,,,,44.0,35.0,9.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,76.0,,22.0,,,,,,,,,77.0,,23.0,,,,,,,,,85.0,,31.0,,,,,,,,,75.0,,21.0,,,,,,,,,72.0,,18.0,,,,,,,,,,,,,,,,,,,
136,44.0,,24.0,,,,,,,,,31.0,,11.0,,,,,,,,,35.0,23.0,10.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,28.0,,9.0,,,,,,,,,29.0,,9.0,,,,,,,,,37.0,,17.0,,,,,,,,,27.0,,8.0,,,,,,,,,32.0,,13.0,,,,,,,,,45.0,24.0,19.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
137,88.0,,53.0,,,,,,,,,67.0,,32.0,,,,,,,,,16.0,12.0,2.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,58.0,,24.0,,,,,,,,,58.0,,23.0,,,,,,,,,62.0,,27.0,,,,,,,,,58.0,,24.0,,,,,,,,,43.0,,9.0,,,,,,,,,41.0,27.0,12.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
138,101.0,,58.0,,,,,,,,,76.0,,33.0,,,,,,,,,30.0,16.0,12.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,70.0,,28.0,,,,,,,,,69.0,,26.0,,,,,,,,,72.0,,29.0,,,,,,,,,71.0,,29.0,,,,,,,,,62.0,,20.0,,,,,,,,,59.0,35.0,22.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
139,85.0,,52.0,,,,,,,,,73.0,,40.0,,,,,,,,,14.0,14.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,,,,,,,,,,,,59.0,,26.0,,,,,,,,,69.0,,36.0,,,,,,,,,53.0,,20.0,,,,,,,,,42.0,,9.0,,,,,,,,,281.0,109.0,172.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
140,69.0,,37.0,,,,,,,,,74.0,,46.0,,,,,,,,,18.0,18.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,74.0,,43.0,,,,,,,,,49.0,,17.0,,,,,,,,,72.0,,43.0,,,,,,,,,53.0,,21.0,,,,,,,,,36.0,,4.0,,,,,,,,,89.0,39.0,50.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
141,223.0,,105.0,,,,,,,,,164.0,,46.0,,,,,,,,,21.0,18.0,1.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,160.0,,43.0,,,,,,,,,149.0,,31.0,,,,,,,,,173.0,,55.0,,,,,,,,,148.0,,31.0,,,,,,,,,139.0,,22.0,,,,,,,,,234.0,114.0,118.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
142,56.0,,31.0,,,,,,,,,42.0,,17.0,,,,,,,,,11.0,8.0,1.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,35.0,,11.0,,,,,,,,,37.0,,12.0,,,,,,,,,39.0,,14.0,,,,,,,,,36.0,,12.0,,,,,,,,,26.0,,2.0,,,,,,,,,24.0,11.0,11.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
143,110.0,,61.0,,,,,,,,,96.0,,47.0,,,,,,,,,63.0,38.0,25.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,84.0,,35.0,,,,,,,,,82.0,,33.0,,,,,,,,,86.0,,37.0,,,,,,,,,119.0,,70.0,,,,,,,,,78.0,,29.0,,,,,,,,,84.0,39.0,45.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
144,128.0,,74.0,,,,,,,,,97.0,,43.0,,,,,,,,,45.0,40.0,5.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,85.0,,31.0,,,,,,,,,78.0,,24.0,,,,,,,,,100.0,,47.0,,,,,,,,,83.0,,29.0,,,,,,,,,79.0,,25.0,,,,,,,,,88.0,60.0,28.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
145,124.0,,71.0,,,,,,,,,91.0,,38.0,,,,,,,,,35.0,32.0,3.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,70.0,,17.0,,,,,,,,,71.0,,18.0,,,,,,,,,83.0,,30.0,,,,,,,,,72.0,,19.0,,,,,,,,,62.0,,9.0,,,,,,,,,69.0,46.0,23.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
146,78.0,,47.0,,,,,,,,,64.0,,33.0,,,,,,,,,30.0,22.0,6.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,53.0,,23.0,,,,,,,,,47.0,,16.0,,,,,,,,,63.0,,32.0,,,,,,,,,51.0,,21.0,,,,,,,,,45.0,,15.0,,,,,,,,,45.0,29.0,14.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
147,150.0,,88.0,,,,,,,,,118.0,,56.0,,,,,,,,,58.0,41.0,17.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,94.0,,32.0,,,,,,,,,99.0,,37.0,,,,,,,,,111.0,,49.0,,,,,,,,,163.0,,101.0,,,,,,,,,93.0,,31.0,,,,,,,,,77.0,49.0,28.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
148,143.0,,67.0,,,,,,,,,98.0,,21.0,,,,,,,,,38.0,36.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,92.0,,16.0,,,,,,,,,85.0,,8.0,,,,,,,,,101.0,,24.0,,,,,,,,,88.0,,12.0,,,,,,,,,93.0,,17.0,,,,,,,,,50.0,35.0,13.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
149,96.0,,56.0,,,,,,,,,81.0,,42.0,,,,,,,,,23.0,18.0,5.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,66.0,,26.0,,,,,,,,,64.0,,24.0,,,,,,,,,73.0,,34.0,,,,,,,,,64.0,,24.0,,,,,,,,,47.0,,7.0,,,,,,,,,70.0,34.0,35.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
150,93.0,,53.0,,,,,,,,,73.0,,33.0,,,,,,,,,20.0,13.0,5.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,60.0,,21.0,,,,,,,,,64.0,,24.0,,,,,,,,,69.0,,29.0,,,,,,,,,59.0,,20.0,,,,,,,,,49.0,,10.0,,,,,,,,,46.0,24.0,20.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
151,85.0,,54.0,,,,,,,,,66.0,,35.0,,,,,,,,,25.0,16.0,7.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,51.0,,21.0,,,,,,,,,52.0,,21.0,,,,,,,,,56.0,,25.0,,,,,,,,,49.0,,19.0,,,,,,,,,42.0,,12.0,,,,,,,,,39.0,20.0,16.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
152,125.0,,71.0,,,,,,,,,93.0,,39.0,,,,,,,,,39.0,30.0,7.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,81.0,,28.0,,,,,,,,,78.0,,24.0,,,,,,,,,83.0,,29.0,,,,,,,,,77.0,,24.0,,,,,,,,,72.0,,19.0,,,,,,,,,64.0,39.0,23.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
153,122.0,,66.0,,,,,,,,,90.0,,34.0,,,,,,,,,28.0,26.0,2.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,77.0,,21.0,,,,,,,,,75.0,,19.0,,,,,,,,,82.0,,26.0,,,,,,,,,75.0,,19.0,,,,,,,,,75.0,,19.0,,,,,,,,,53.0,45.0,8.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
154,216.0,,122.0,,,,,,,,,178.0,,84.0,,,,,,,,,46.0,35.0,9.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,160.0,,67.0,,,,,,,,,149.0,,55.0,,,,,,,,,177.0,,83.0,,,,,,,,,144.0,,51.0,,,,,,,,,125.0,,32.0,,,,,,,,,,,,,,,,,,,
155,28.0,,10.0,,,,,,,,,22.0,,5.0,,,,,,,,,4.0,2.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,18.0,,1.0,,,,,,,,,21.0,,3.0,,,,,,,,,24.0,,6.0,,,,,,,,,18.0,,1.0,,,,,,,,,20.0,,3.0,,,,,,,,,31.0,14.0,15.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
156,244.0,,135.0,,,,,,,,,190.0,,81.0,,,,,,,,,53.0,46.0,5.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,165.0,,57.0,,,,,,,,,167.0,,58.0,,,,,,,,,172.0,,63.0,,,,,,,,,160.0,,52.0,,,,,,,,,138.0,,30.0,,,,,,,,,,,,,,,,,,,
157,119.0,,55.0,,,,,,,,,77.0,,13.0,,,,,,,,,30.0,28.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,80.0,,17.0,,,,,,,,,,,,,,,,,,,,83.0,,19.0,,,,,,,,,76.0,,13.0,,,,,,,,,79.0,,16.0,,,,,,,,,,,,,,,,,,,
158,111.0,,46.0,,,,,,,,,77.0,,12.0,,,,,,,,,26.0,24.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,74.0,,11.0,,,,,,,,,76.0,,11.0,,,,,,,,,81.0,,16.0,,,,,,,,,73.0,,10.0,,,,,,,,,69.0,,6.0,,,,,,,,,81.0,52.0,27.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
159,158.0,,86.0,,,,,,,,,118.0,,46.0,,,,,,,,,36.0,34.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,98.0,,27.0,,,,,,,,,93.0,,21.0,,,,,,,,,95.0,,23.0,,,,,,,,,97.0,,26.0,,,,,,,,,83.0,,12.0,,,,,,,,,79.0,52.0,25.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
160,196.0,,112.0,,,,,,,,,150.0,,66.0,,,,,,,,,64.0,48.0,14.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,123.0,,40.0,,,,,,,,,119.0,,35.0,,,,,,,,,130.0,,46.0,,,,,,,,,117.0,,34.0,,,,,,,,,110.0,,27.0,,,,,,,,,,,,,,,,,,,
161,149.0,,81.0,,,,,,,,,129.0,,61.0,,,,,,,,,28.0,20.0,6.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,100.0,,33.0,,,,,,,,,106.0,,38.0,,,,,,,,,123.0,,55.0,,,,,,,,,96.0,,29.0,,,,,,,,,86.0,,19.0,,,,,,,,,101.0,63.0,36.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
162,189.0,,104.0,,,,,,,,,145.0,,60.0,,,,,,,,,50.0,43.0,5.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,130.0,,46.0,,,,,,,,,128.0,,43.0,,,,,,,,,138.0,,53.0,,,,,,,,,120.0,,36.0,,,,,,,,,108.0,,24.0,,,,,,,,,,,,,,,,,,,
163,152.0,,96.0,,,,,,,,,121.0,,65.0,,,,,,,,,45.0,37.0,6.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,95.0,,40.0,,,,,,,,,94.0,,38.0,,,,,,,,,113.0,,57.0,,,,,,,,,94.0,,39.0,,,,,,,,,94.0,,39.0,,,,,,,,,,,,,,,,,,,
164,47.0,,18.0,,,,,,,,,39.0,,9.0,,,,,,,,,10.0,8.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,34.0,,6.0,,,,,,,,,37.0,,7.0,,,,,,,,,42.0,,12.0,,,,,,,,,33.0,,5.0,,,,,,,,,34.0,,5.0,,,,,,,,,30.0,19.0,9.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
165,42.0,,19.0,,,,,,,,,36.0,,14.0,,,,,,,,,6.0,3.0,1.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,29.0,,7.0,,,,,,,,,30.0,,7.0,,,,,,,,,34.0,,11.0,,,,,,,,,28.0,,6.0,,,,,,,,,27.0,,5.0,,,,,,,,,39.0,17.0,20.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
166,170.0,,97.0,,,,,,,,,125.0,,52.0,,,,,,,,,64.0,54.0,8.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,113.0,,41.0,,,,,,,,,107.0,,34.0,,,,,,,,,118.0,,45.0,,,,,,,,,110.0,,38.0,,,,,,,,,103.0,,31.0,,,,,,,,,,,,,,,,,,,
167,82.0,,46.0,,,,,,,,,70.0,,34.0,,,,,,,,,22.0,20.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,54.0,,19.0,,,,,,,,,51.0,,15.0,,,,,,,,,64.0,,28.0,,,,,,,,,52.0,,17.0,,,,,,,,,47.0,,12.0,,,,,,,,,,,,,,,,,,,
168,67.0,,41.0,,,,,,,,,54.0,,28.0,,,,,,,,,42.0,25.0,15.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,44.0,,19.0,,,,,,,,,42.0,,16.0,,,,,,,,,51.0,,25.0,,,,,,,,,43.0,,18.0,,,,,,,,,42.0,,17.0,,,,,,,,,52.0,32.0,18.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
169,70.0,,46.0,,,,,,,,,61.0,,37.0,,,,,,,,,39.0,13.0,24.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,52.0,,29.0,,,,,,,,,52.0,,28.0,,,,,,,,,55.0,,31.0,,,,,,,,,75.0,,52.0,,,,,,,,,50.0,,27.0,,,,,,,,,40.0,13.0,25.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
170,181.0,,102.0,,,,,,,,,146.0,,67.0,,,,,,,,,95.0,60.0,33.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,,,,,,,,,,,,124.0,,45.0,,,,,,,,,146.0,,67.0,,,,,,,,,192.0,,114.0,,,,,,,,,133.0,,55.0,,,,,,,,,,,,,,,,,,,
171,125.0,,65.0,,,,,,,,,95.0,,35.0,,,,,,,,,29.0,25.0,2.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,79.0,,20.0,,,,,,,,,81.0,,21.0,,,,,,,,,114.0,,64.0,,,,,,,,,79.0,,20.0,,,,,,,,,69.0,,10.0,,,,,,,,,71.0,44.0,25.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
172,393.0,,218.0,,,,,,,,,305.0,,130.0,,,,,,,,,59.0,52.0,5.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,269.0,,95.0,,,,,,,,,263.0,,88.0,,,,,,,,,271.0,,96.0,,,,,,,,,271.0,,97.0,,,,,,,,,203.0,,29.0,,,,,,,,,267.0,115.0,150.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
173,236.0,,135.0,,,,,,,,,166.0,,65.0,,,,,,,,,55.0,44.0,9.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,138.0,,38.0,,,,,,,,,139.0,,38.0,,,,,,,,,,,,,,,,,,,,134.0,,34.0,,,,,,,,,129.0,,29.0,,,,,,,,,206.0,99.0,104.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
174,425.0,,232.0,,,,,,,,,298.0,,105.0,,,,,,,,,74.0,69.0,3.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,259.0,,67.0,,,,,,,,,249.0,,56.0,,,,,,,,,300.0,,107.0,,,,,,,,,238.0,,46.0,,,,,,,,,239.0,,47.0,,,,,,,,,283.0,141.0,140.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
175,465.0,,245.0,,,,,,,,,349.0,,129.0,,,,,,,,,212.0,147.0,63.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,282.0,,63.0,,,,,,,,,283.0,,63.0,,,,,,,,,319.0,,99.0,,,,,,,,,312.0,,93.0,,,,,,,,,318.0,,99.0,,,,,,,,,398.0,210.0,186.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
176,69.0,,39.0,,,,,,,,,55.0,,25.0,,,,,,,,,20.0,16.0,2.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,40.0,,11.0,,,,,,,,,41.0,,11.0,,,,,,,,,45.0,,15.0,,,,,,,,,40.0,,11.0,,,,,,,,,35.0,,6.0,,,,,,,,,35.0,18.0,13.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
177,205.0,,104.0,,,,,,,,,165.0,,64.0,,,,,,,,,54.0,39.0,13.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,142.0,,42.0,,,,,,,,,147.0,,46.0,,,,,,,,,169.0,,68.0,,,,,,,,,141.0,,41.0,,,,,,,,,139.0,,39.0,,,,,,,,,,,,,,,,,,,
178,35.0,,21.0,,,,,,,,,28.0,,14.0,,,,,,,,,11.0,7.0,2.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,20.0,,7.0,,,,,,,,,22.0,,8.0,,,,,,,,,23.0,,9.0,,,,,,,,,21.0,,8.0,,,,,,,,,15.0,,2.0,,,,,,,,,17.0,9.0,6.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
179,93.0,,51.0,,,,,,,,,73.0,,31.0,,,,,,,,,28.0,22.0,4.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,62.0,,21.0,,,,,,,,,64.0,,22.0,,,,,,,,,59.0,,17.0,,,,,,,,,60.0,,19.0,,,,,,,,,54.0,,13.0,,,,,,,,,54.0,34.0,18.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
180,73.0,,31.0,,,,,,,,,49.0,,5.0,,,,,,,,,18.0,16.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,43.0,,1.0,,,,,,,,,47.0,,3.0,,,,,,,,,53.0,,9.0,,,,,,,,,44.0,,2.0,,,,,,,,,52.0,,9.0,,,,,,,,,39.0,23.0,14.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
181,77.0,,38.0,,,,,,,,,58.0,,19.0,,,,,,,,,18.0,14.0,2.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,51.0,,13.0,,,,,,,,,52.0,,13.0,,,,,,,,,57.0,,18.0,,,,,,,,,50.0,,12.0,,,,,,,,,44.0,,6.0,,,,,,,,,23.0,15.0,6.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
182,162.0,,90.0,,,,,,,,,114.0,,42.0,,,,,,,,,43.0,37.0,4.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,102.0,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,23.0,,,,,,,,,92.0,,21.0,,,,,,,,,,,,,,,,,,,
183,191.0,,105.0,,,,,,,,,148.0,,61.0,,,,,,,,,40.0,32.0,6.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,125.0,,39.0,,,,,,,,,130.0,,43.0,,,,,,,,,148.0,,61.0,,,,,,,,,121.0,,35.0,,,,,,,,,113.0,,27.0,,,,,,,,,,,,,,,,,,,
184,101.0,,58.0,,,,,,,,,69.0,,26.0,,,,,,,,,43.0,34.0,7.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,58.0,,16.0,,,,,,,,,63.0,,20.0,,,,,,,,,64.0,,21.0,,,,,,,,,57.0,,15.0,,,,,,,,,56.0,,14.0,,,,,,,,,72.0,40.0,30.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
